visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,class
5.7899,31.5877,12.3191,2.4083,13.9,0.1912,1.9932,-34.8646,36.5493,16.7517,1.0
7.2947,64.265,28.2689,5.9042,55.1875,0.0731,2.7424,-81.4919,29.4689,-23.8625,1.0
12.4543,68.1347,40.9294,5.225,57.05,0.0978,2.6018,-79.33,14.5413,-51.8437,1.0
21.4836,78.6688,58.8359,2.9125,16.5292,0.1373,2.146,-93.405,-14.1561,-78.0938,1.0
45.7765,90.0629,67.6417,3.2083,17.9,0.1248,2.2282,-98.9616,-69.0443,-90.2188,1.0
39.972,75.874,52.5804,2.0375,7.8125,0.1845,1.8633,-89.1444,-58.0431,-71.6054,1.0
56.7406,82.7535,67.2991,1.4917,4.1833,0.2397,1.5925,-97.4542,-69.4403,-80.9711,1.0
65.9849,82.1085,74.2508,0.6958,1.1208,0.388,1.0735,-109.0203,-88.2182,-100.9935,1.0
63.4051,78.6688,71.4484,0.5667,0.9083,0.4361,0.9919,-107.3685,-76.7844,-92.9683,1.0
65.5549,82.7535,72.7996,0.4625,0.5958,0.4823,0.8485,-103.6105,-77.2051,-93.5216,1.0
5.3599,76.949,26.8312,7.15,96.5417,0.0692,2.9232,-15.8096,33.7879,16.774,1.0
5.1449,70.4995,14.285,4.3208,57.4792,0.1332,2.4373,12.1793,34.0016,29.2082,1.0
4.715,42.3368,11.0704,2.3375,16.3125,0.2358,1.9356,13.1275,34.4283,30.8414,1.0
4.9299,41.4769,14.4546,2.9625,20.1042,0.1585,2.1645,3.0785,34.6414,27.6538,1.0
5.3599,77.1639,28.761,6.325,78.5917,0.0725,2.8628,-4.2916,34.215,19.7159,1.0
9.8745,95.4374,43.5167,7.6208,91.4458,0.0591,2.9667,-4.0324,29.9047,10.2865,1.0
11.5944,85.9782,47.0832,7.2083,83.5417,0.065,2.9078,-4.0324,27.2758,7.5295,1.0
10.5195,112.851,53.1338,8.225,120.6583,0.0547,3.066,-3.5153,29.4689,8.1949,1.0
4.9299,69.6396,17.5904,4.4,55.1417,0.2067,2.3038,-1.9724,35.4914,26.6403,1.0
5.1449,108.1214,39.6588,7.5417,115.2417,0.0696,2.9655,-11.1652,34.8542,13.3732,1.0
31.5877,123.1701,72.7031,9.0333,146.75,0.0526,3.1429,-12.5183,15.7117,-4.4893,1.0
7.9397,150.0429,43.8963,11.6958,244.8875,0.0416,3.365,-18.6017,32.2862,11.8212,1.0
9.4446,148.968,77.735,13.9458,312.7292,0.0344,3.5261,-23.1677,32.9311,0.0924,1.0
8.5846,132.6293,64.2113,8.2,128.5,0.0568,3.0648,-22.302,33.1456,6.9975,1.0
21.4836,110.2712,67.2706,6.0167,64.95,0.0794,2.7424,-13.0626,27.9361,-3.8923,1.0
26.2132,105.7566,77.0153,4.6417,39.1083,0.0953,2.5632,-12.5183,12.4169,-8.7951,1.0
50.2912,94.3625,81.7004,3.0667,22.15,0.1423,2.2201,-9.8224,-0.9511,-8.2491,1.0
45.1316,92.6426,71.4182,3.9792,30.5542,0.108,2.4459,-8.7556,6.3904,-4.0014,1.0
25.1383,89.8479,60.6246,5.3625,48.5875,0.085,2.6403,-4.2916,19.1819,1.3427,1.0
20.1937,88.773,61.4366,5.3875,51.9208,0.0813,2.6994,-1.4611,21.6893,4.2844,1.0
6.0048,89.6329,34.0222,4.0875,32.5458,0.1055,2.4485,-23.1677,34.8542,8.9444,1.0
4.715,35.6724,8.127,1.0208,5.1292,0.4404,1.2846,-43.5067,36.3381,29.543,1.0
4.9299,55.0208,16.0334,5.2833,60.25,0.1019,2.6511,-64.3826,35.9152,7.9246,1.0
8.5846,65.7699,36.5693,5.9083,56.0083,0.0815,2.7045,-86.8425,26.8344,-41.616,1.0
14.6041,89.6329,53.4353,5.3833,74.7167,0.1006,2.6836,-94.3734,10.269,-62.2445,1.0
35.6724,75.6591,54.5245,2.625,11.9417,0.1489,2.0411,-97.4542,-49.5581,-78.3161,1.0
38.4672,73.2943,60.1703,2.3875,10.2792,0.1572,1.9907,-93.405,-52.3305,-83.6113,1.0
42.5518,70.0695,55.7363,1.6,4.6333,0.2175,1.6371,-90.0778,-61.3626,-76.6461,1.0
56.9556,82.9685,70.8035,1.2958,3.5208,0.2611,1.5145,-92.4445,-61.7364,-77.06,1.0
68.5646,83.3984,77.4268,0.5958,0.9458,0.4202,1.0147,-108.4668,-79.33,-98.0418,1.0
70.9295,80.6037,75.3114,0.4958,0.6375,0.4611,0.8733,-106.2813,-92.4445,-99.49,1.0
73.9392,83.3984,79.5027,0.4417,0.525,0.4934,0.8023,-104.671,-93.405,-99.6549,1.0
6.0048,62.5452,28.0027,3.4708,21.9042,0.117,2.3179,-10.0901,33.1456,14.2351,1.0
5.3599,66.4148,25.1693,2.9958,17.2208,0.1348,2.1969,-10.6268,33.7879,16.2541,1.0
4.9299,48.3563,14.7813,3.7042,32.4125,0.123,2.3593,6.8795,34.6414,27.9743,1.0
5.3599,91.7827,46.6146,4.8625,41.5958,0.0884,2.606,-2.4852,34.0016,11.4776,1.0
5.1449,91.7827,56.8548,6.7792,74.7875,0.0658,2.8596,-5.332,33.5741,5.646,1.0
4.9299,99.0921,35.6354,5.0125,47.6208,0.0924,2.6331,-4.0324,34.0016,17.9782,1.0
5.1449,84.4733,25.365,6.2583,85.5667,0.0834,2.8292,4.1733,34.6414,23.965,1.0
5.1449,99.0921,29.212,6.375,98.5583,0.1118,2.7441,-0.6967,35.0668,24.6213,1.0
4.9299,78.2388,30.386,7.0625,100.2792,0.0837,2.8885,-1.9724,35.4914,22.1855,1.0
22.1285,122.3102,79.6488,9.4958,147.5542,0.0469,3.1986,-12.5183,24.6132,-0.8252,1.0
20.8386,145.0983,92.1287,13.4542,298.4125,0.0375,3.4588,-13.6085,29.032,-2.3852,1.0
8.5846,155.2025,68.6596,10.8708,213.2958,0.0476,3.2589,-18.0396,32.0708,8.7462,1.0
8.5846,97.8022,55.0552,6.75,80.2917,0.0711,2.8315,-7.431,34.0016,5.6902,1.0
60.3953,125.9649,94.6295,7.0333,96.3667,0.0669,2.9341,-13.6085,-2.7422,-8.6672,1.0
52.226,112.851,90.9773,6.7208,75.9125,0.0665,2.8671,-13.8821,0.5703,-9.7421,1.0
59.7504,101.6719,85.1023,4.3833,32.875,0.0958,2.4866,-11.7051,-0.9511,-7.6537,1.0
39.757,108.5513,79.0736,6.7167,87.0667,0.0699,2.912,-9.2882,18.2624,-3.1369,1.0
60.8253,105.9715,82.4494,3.4208,21.1375,0.1194,2.2931,-5.8544,5.1619,-2.2313,1.0
20.1937,85.9782,66.2687,5.8875,57.5958,0.077,2.7358,-2.2287,23.044,3.7212,1.0
7.0798,84.4733,34.7637,5.2833,51.7,0.0836,2.6606,-13.0626,31.6394,11.4987,1.0
5.1449,33.7375,9.7083,1.7333,8.3083,0.2543,1.7373,-25.4989,35.7034,26.7449,1.0
4.715,53.3009,15.9041,4.2208,46.6625,0.1478,2.4109,-69.0443,35.0668,7.4954,1.0
6.0048,73.7242,27.7029,6.7333,83.3917,0.0698,2.8718,-80.1903,33.1456,-18.1453,1.0
10.5195,89.2029,47.6786,5.3833,68.325,0.0973,2.6622,-98.4569,18.9525,-52.9217,1.0
19.1188,78.8838,55.633,2.9792,14.9792,0.1304,2.1303,-96.4604,-13.8821,-78.7457,1.0
36.5323,78.2388,61.1159,2.1667,7.5583,0.1778,1.8278,-98.4569,-59.5086,-88.0425,1.0
44.4866,80.6037,62.0892,2.2417,9.425,0.1659,1.9437,-97.4542,-67.082,-82.4392,1.0
53.9459,86.8381,71.1469,1.6875,6.3292,0.2168,1.7474,-99.978,-75.9472,-88.1712,1.0
62.7601,90.2778,73.4563,1.7042,5.5042,0.2129,1.6938,-101.0037,-68.2559,-86.4259,1.0
66.1998,86.4082,77.8164,0.6542,1.4375,0.4286,1.1043,-107.3685,-78.9021,-97.7289,1.0
73.7242,81.0336,77.9416,0.2375,0.2792,0.6524,0.5912,-110.136,-98.9616,-104.7904,1.0
74.3692,85.5482,80.691,0.2958,0.3375,0.5907,0.6619,-104.1394,-96.4604,-99.8774,1.0
5.3599,68.5646,28.599,4.3,33.5833,0.0981,2.4991,-10.6268,33.7879,14.5853,1.0
5.1449,61.0403,11.6549,3.2292,38.6042,0.2142,2.1282,5.4082,34.215,30.6186,1.0
5.1449,89.2029,42.4091,7.3167,98.9917,0.0653,2.9389,1.5776,34.215,16.5574,1.0
8.7996,91.5677,54.6353,5.9625,62.2625,0.0797,2.7326,-0.4426,32.5014,10.651,1.0
4.715,75.6591,25.7093,4.8958,49.1958,0.1075,2.5704,0.5703,35.2792,22.0351,1.0
4.285,49.0013,9.0322,1.7958,14.9125,0.457,1.4333,5.6542,36.3381,32.0837,1.0
4.715,116.9356,19.0717,7.5333,189.45,0.1467,2.7268,5.6542,35.9152,30.8223,1.0
4.9299,102.3168,17.6374,5.6375,91.2125,0.1124,2.6551,14.3063,35.7034,30.8259,1.0
7.0798,132.1994,44.6294,10.7042,206.4042,0.0459,3.3141,-10.8958,34.215,16.2951,1.0
7.7247,121.4503,61.7566,13.05,268.725,0.0355,3.4724,-9.2882,33.7879,10.948,1.0
8.3696,125.7499,47.6148,9.0875,150.2792,0.0549,3.1404,-0.9511,35.0668,21.3846,1.0
9.0146,98.4472,45.9008,8.975,128.1,0.0499,3.1206,-4.0324,32.5014,11.0281,1.0
8.7996,116.9356,85.1737,4.3083,42.6167,0.1073,2.5205,-8.4899,33.5741,-2.6521,1.0
61.9002,137.144,92.0665,5.4458,61.1708,0.0834,2.7181,-13.3353,-4.5511,-8.2076,1.0
59.1054,118.2255,85.864,6.2917,63.625,0.0702,2.8126,-10.6268,3.0785,-7.5849,1.0
26.6431,131.1245,85.6129,9.4,154.325,0.0517,3.1573,-9.8224,18.7228,-1.507,1.0
9.0146,135.2091,58.2455,12.1833,238.9833,0.0404,3.3548,-9.2882,33.7879,11.0915,1.0
8.3696,144.4533,66.9472,11.625,219.5667,0.0422,3.3272,-9.0217,35.2792,6.2772,1.0
8.1547,122.7401,55.0351,9.8875,161.9625,0.0472,3.2123,-20.0152,34.6414,7.6173,1.0
7.5097,103.3918,32.8759,7.5875,100.9875,0.0597,2.9756,-68.6495,28.8133,-1.5838,1.0
5.1449,58.0305,18.7912,5.6167,64.025,0.0873,2.7221,-69.8375,33.7879,4.0693,1.0
5.7899,60.3953,27.7668,5.7708,56.8708,0.0758,2.7455,-76.7844,33.1456,-19.415,1.0
7.7247,80.1737,39.642,7.6167,102.5167,0.0617,2.9914,-85.4825,29.032,-36.8468,1.0
40.402,80.8186,60.9975,1.8,6.7333,0.2148,1.7627,-94.3734,-63.2422,-85.3542,1.0
33.7375,78.8838,55.8841,2.3583,10.9833,0.1647,1.9847,-96.4604,-46.5013,-78.1706,1.0
41.6919,68.3497,62.1698,1.1708,2.9625,0.2904,1.4332,-94.8607,-52.3305,-85.9087,1.0
54.8058,85.1183,70.0275,1.6542,5.4208,0.2143,1.7034,-104.1394,-76.3651,-91.3453,1.0
64.48,86.1932,77.8013,1.1792,3.5792,0.2926,1.474,-105.205,-81.929,-94.4811,1.0
66.4148,82.1085,74.6832,1.15,2.9417,0.3006,1.4055,-104.671,-81.929,-96.0902,1.0
69.6396,85.9782,77.5989,0.7667,1.4833,0.3653,1.1758,-110.6983,-92.4445,-103.7479,1.0
73.5092,81.2486,77.7224,0.0833,0.0833,0.8472,0.2868,-109.5766,-98.9616,-105.1716,1.0
74.3692,87.6981,80.3097,0.9167,1.6917,0.3301,1.2322,-106.2813,-93.8882,-100.9244,1.0
6.0048,101.4569,38.227,9.6958,160.6375,0.0475,3.2104,3.9254,33.5741,17.6736,1.0
5.5749,100.812,55.2979,10.4458,189.7042,0.0464,3.2692,3.3275,34.0016,14.817,1.0
6.0048,90.0629,28.2227,7.9,114.625,0.0591,3.0285,4.1733,33.7879,25.0489,1.0
4.715,72.4343,15.5187,4.1833,45.5667,0.1443,2.4279,9.3066,34.6414,30.1097,1.0
4.285,47.4964,5.742,0.35,2.6167,0.8566,0.415,13.3639,35.2792,33.969,1.0
4.07,38.4672,5.2507,0.5458,5.7292,0.7974,0.5381,29.2505,37.6021,35.8333,1.0
4.715,104.8966,19.2195,7.0875,125.0375,0.0859,2.8635,12.1793,36.971,31.9954,1.0
6.0048,132.1994,54.8822,10.8042,203.1542,0.045,3.2703,-8.2246,35.4914,10.6258,1.0
6.8648,134.1342,61.3653,11.9375,256.3792,0.0411,3.401,-11.9758,37.3919,9.2429,1.0
6.4348,94.3625,39.8796,9.6,173.6167,0.0506,3.2082,11.9416,36.7603,25.6486,1.0
6.2198,114.3558,45.9369,7.7417,121.8083,0.0687,3.0014,-9.2882,36.7603,16.0493,1.0
62.1152,114.7858,89.9277,5.625,57.1,0.0783,2.7455,-13.6085,2.0793,-4.9296,1.0
28.7929,115.4307,91.1419,3.8042,28.9875,0.1145,2.3696,-17.4794,0.8227,-5.6739,1.0
42.9818,121.6652,92.9979,7.925,110.7667,0.0584,3.0305,-13.3353,11.9416,-8.2548,1.0
10.0895,130.9095,66.2847,8.3208,124.8042,0.0591,3.0677,-10.3583,33.5741,7.0006,1.0
6.2198,60.6103,20.1701,3.8083,42.3333,0.1525,2.3369,7.1237,37.1816,29.6068,1.0
6.4348,115.6457,39.2406,8.4083,172.0917,0.0879,2.9989,-5.0714,36.971,21.8612,1.0
7.7247,127.8997,46.7826,10.4792,218.1792,0.0502,3.2648,-5.332,36.3381,18.5375,1.0
7.2947,131.3394,45.1543,9.575,150.0583,0.0475,3.1857,-62.4872,34.8542,2.5957,1.0
10.0895,85.9782,39.1096,7.8958,93.6292,0.0587,2.9557,-75.9472,26.392,-30.5985,1.0
4.9299,80.1737,37.6072,9.0958,134.3625,0.0508,3.14,-83.2494,35.2792,-30.6963,1.0
5.3599,90.4928,46.3711,6.875,80.1917,0.0668,2.8751,-91.4921,33.3599,-47.1195,1.0
16.754,85.5482,49.7999,4.3708,35.9375,0.104,2.4682,-99.978,-3.2572,-66.6933,1.0
33.9525,82.3235,58.2791,2.3083,10.2583,0.164,1.9817,-94.3734,-34.2433,-74.5282,1.0
37.8222,70.9295,54.5035,1.5792,4.5542,0.2193,1.6238,-95.3502,-52.6809,-76.2811,1.0
42.3368,66.1998,52.4175,1.0167,2.275,0.3024,1.3408,-81.0565,-51.2846,-63.4535,1.0
45.7765,94.3625,77.8458,2.325,9.9083,0.1738,1.8966,-103.6105,-52.6809,-77.7283,1.0
70.4995,92.2127,80.9253,1.2375,3.8708,0.2782,1.5075,-108.4668,-86.8425,-100.725,1.0
72.2194,87.913,80.4407,0.7292,1.3292,0.3818,1.1299,-113.5563,-97.9544,-106.8059,1.0
74.1542,85.9782,80.2493,0.5625,0.8375,0.4322,0.974,-111.8321,-97.9544,-107.0335,1.0
76.304,84.6883,79.8756,0.2542,0.2958,0.6334,0.6135,-110.6983,-102.5603,-106.0314,1.0
76.519,87.2681,82.1018,0.4625,0.6542,0.4832,0.8815,-105.7418,-94.8607,-100.3349,1.0
5.3599,102.1019,38.5192,10.4167,189.0417,0.045,3.282,9.5477,35.4914,22.8307,1.0
5.5749,99.7371,42.2478,10.9542,202.4042,0.0422,3.3333,8.8237,35.2792,23.121,1.0
5.1449,96.9423,29.3808,7.6125,116.2542,0.0664,3.0003,10.269,35.9152,27.794,1.0
4.715,29.6529,6.2064,0.6042,4.1125,0.694,0.7732,16.6431,35.9152,34.3305,1.0
4.07,44.2717,5.9729,0.8,7.1,0.6724,0.8649,15.945,38.0217,34.6551,1.0
4.07,58.6755,7.1033,1.6417,25.8417,0.4512,1.3328,15.2443,38.4406,36.7494,1.0
5.3599,112.636,49.4699,9.475,171.9167,0.058,3.1373,-4.5511,37.6021,16.0902,1.0
7.9397,133.4893,69.2306,10.3792,170.7792,0.045,3.2404,-9.5551,37.6021,7.4965,1.0
5.3599,93.5026,29.9317,9.875,178.3667,0.0483,3.24,9.3066,39.276,30.4285,1.0
7.5097,119.5154,48.1808,11.6292,216.1458,0.0424,3.3184,-5.0714,36.971,20.6585,1.0
32.8776,121.4503,88.7394,8.975,131.375,0.0514,3.1126,-10.8958,17.57,-2.3687,1.0
35.0274,164.4467,91.5283,9.85,169.5,0.0484,3.2176,-59.1408,9.5477,-10.7001,1.0
22.3435,145.9582,81.1,11.0,200.575,0.0432,3.3168,-77.2051,22.3677,-27.1286,1.0
6.6498,125.7499,53.8921,9.8458,167.4625,0.0475,3.2015,-12.5183,36.971,14.7971,1.0
5.7899,125.7499,28.4529,8.0083,162.4417,0.0845,2.9717,0.5703,37.6021,28.4598,1.0
6.0048,131.3394,31.7372,7.8125,155.2458,0.0867,2.9327,-3.2572,37.6021,26.8493,1.0
6.6498,134.7791,34.9535,9.4417,206.0,0.0681,3.1349,-4.0324,37.6021,25.8399,1.0
6.8648,132.6293,49.3456,8.4292,146.1208,0.0581,3.0994,-36.7434,36.3381,8.4554,1.0
6.6498,108.9813,39.8402,8.6792,122.7042,0.051,3.1026,-72.6526,33.3599,-15.9083,1.0
12.6693,77.5939,48.9005,5.0375,48.1375,0.0892,2.6381,-80.6227,19.6402,-49.5422,1.0
6.4348,112.206,42.4737,6.3458,71.7042,0.0735,2.8036,-95.8417,34.6414,-39.5062,1.0
9.6595,102.9618,50.7488,6.4875,79.3708,0.0703,2.8684,-100.4897,27.7162,-60.7694,1.0
39.1121,85.7632,62.1521,2.9417,16.65,0.1359,2.1923,-103.0842,-58.0431,-82.2621,1.0
30.7278,58.6755,47.4301,1.25,3.9583,0.276,1.5203,-88.2182,-29.3597,-67.341,1.0
40.187,64.695,54.3725,0.9583,2.1333,0.3212,1.3098,-76.3651,-50.9376,-66.1631,1.0
46.2065,70.7145,62.2966,1.0625,2.2208,0.2923,1.3424,-83.2494,-60.2472,-72.5398,1.0
46.2065,86.1932,61.4282,1.725,5.325,0.2258,1.6597,-81.929,-51.981,-64.418,1.0
63.6201,94.5775,82.9525,1.5542,4.9292,0.2239,1.6394,-107.9162,-60.9898,-93.3431,1.0
77.1639,94.5775,83.3589,0.8208,2.1042,0.3752,1.215,-111.8321,-102.039,-108.354,1.0
76.304,88.558,81.8625,0.8542,1.7125,0.3376,1.2385,-110.6983,-95.3502,-104.0438,1.0
77.1639,87.4831,81.3007,0.3875,0.5042,0.5268,0.7918,-108.4668,-95.3502,-102.1207,1.0
79.3138,84.9033,82.2924,0.1417,0.1417,0.7568,0.408,-102.039,-91.9673,-96.1285,1.0
5.1449,56.7406,15.999,4.8375,49.7875,0.114,2.5527,15.7117,35.9152,31.506,1.0
4.5,42.1218,7.3796,1.3458,11.8458,0.4857,1.2879,25.5045,36.3381,34.8286,1.0
4.715,107.9064,11.9689,3.4958,74.9208,0.3587,1.8018,1.0746,36.1268,31.7957,1.0
4.285,99.0921,18.2429,6.1292,112.3458,0.1842,2.5251,-0.6967,38.0217,29.1762,1.0
3.855,64.48,8.1547,2.4542,53.8792,0.5639,1.2609,16.4106,38.6498,36.471,1.0
4.5,128.9746,41.0175,12.6542,300.3292,0.0662,3.2782,-10.3583,38.4406,23.7435,1.0
6.2198,134.9941,67.5141,13.3875,300.3875,0.0364,3.4658,-13.0626,38.8588,8.8012,1.0
5.1449,71.7894,17.2805,5.5042,72.3708,0.099,2.6846,1.3264,39.276,34.5933,1.0
7.5097,107.0464,40.9311,12.6667,267.2167,0.0398,3.4106,-8.7556,38.0217,22.5084,1.0
8.3696,113.0659,49.4279,11.1875,209.2959,0.0421,3.3254,-17.4794,35.0668,10.9683,1.0
6.8648,143.5934,72.0237,12.0417,243.675,0.039,3.389,-18.6017,37.3919,4.3618,1.0
5.7899,143.1635,73.8654,9.9583,168.6417,0.0466,3.2225,-32.0881,38.6498,6.1495,1.0
5.7899,143.3784,46.8347,8.2708,136.0458,0.0618,3.0952,-35.1761,39.0675,22.6528,1.0
4.9299,136.499,44.883,8.4125,154.3125,0.0673,3.0687,-2.9995,39.276,24.3977,1.0
4.715,139.2938,35.0618,6.6875,141.8958,0.2203,2.4475,-5.8544,39.6925,26.81,1.0
5.3599,142.0885,38.0196,8.4625,171.7625,0.0989,2.9376,-7.431,38.4406,23.9195,1.0
5.7899,140.3687,36.9808,7.7125,153.3375,0.1028,2.8972,-15.8096,38.2313,23.6455,1.0
6.8648,102.1019,34.3111,6.3792,82.9958,0.073,2.8473,-42.1949,36.3381,8.1682,1.0
6.8648,78.0239,38.5545,8.1792,114.3625,0.0574,3.0516,-79.33,34.215,-28.3077,1.0
23.2034,110.4862,55.6548,7.325,100.5417,0.0658,2.9388,-93.405,-6.3784,-63.5816,1.0
5.1449,111.5611,52.7408,5.6208,51.2708,0.0774,2.7059,-102.5603,36.1268,-55.268,1.0
5.3599,71.7894,27.0874,3.7792,28.7708,0.1144,2.3996,-90.0778,35.4914,-12.573,1.0
24.2783,66.4148,47.3427,1.7708,5.7625,0.203,1.736,-88.2182,-10.3583,-54.8773,1.0
46.2065,69.6396,54.2196,1.0042,2.4458,0.3126,1.3627,-91.9673,-60.618,-78.3729,1.0
49.4312,69.6396,59.2507,0.8458,1.6042,0.3593,1.1793,-87.7579,-67.082,-77.6708,1.0
57.3856,84.0434,69.3474,1.0625,2.2208,0.2974,1.3446,-97.9544,-67.082,-79.2006,1.0
45.9915,85.7632,66.0915,1.2458,4.5875,0.2978,1.4946,-111.2637,-58.0431,-91.7307,1.0
59.5354,93.7176,77.1102,1.3292,3.6542,0.2508,1.5333,-109.5766,-76.7844,-96.233,1.0
76.734,91.7827,84.1861,1.0208,2.4375,0.3043,1.3699,-111.8321,-95.8417,-104.2061,1.0
75.2291,85.1183,79.9881,0.6875,1.2125,0.3945,1.0944,-104.671,-94.3734,-99.6038,1.0
78.2388,88.128,82.5813,0.6542,1.0042,0.3975,1.0409,-100.4897,-87.2993,-94.5608,1.0
76.949,84.9033,80.5533,0.3375,0.4708,0.5728,0.7261,-98.9616,-89.6102,-93.6382,1.0
3.855,72.2194,11.2677,3.2625,47.5042,0.2658,2.0039,18.7228,36.1268,33.5978,1.0
4.5,125.3199,22.2284,6.2,147.9834,0.2941,2.2455,-3.7737,36.5493,29.8163,1.0
3.855,124.245,46.9069,11.2125,249.1458,0.053,3.3089,-8.4899,37.1816,20.1193,1.0
3.64,112.206,13.7535,4.1417,76.3167,0.2674,2.0996,-0.6967,38.0217,33.0396,1.0
3.855,85.5482,10.391,3.7083,69.0,0.275,2.0158,11.7035,38.6498,36.2073,1.0
3.855,136.929,21.1754,5.2917,138.925,0.2714,2.1187,-6.9039,39.6925,32.9986,1.0
3.64,90.7078,9.7947,1.9208,34.2792,0.6242,1.0969,-0.6967,39.9005,37.485,1.0
4.285,125.1049,23.5914,6.9292,177.2209,0.1734,2.5697,4.421,40.3158,33.8835,1.0
6.4348,151.3328,73.5924,14.7583,340.7251,0.0346,3.5457,-12.7902,38.6498,8.2585,1.0
7.9397,151.7627,67.7459,14.0708,345.8042,0.0355,3.54,-22.302,37.1816,13.8935,1.0
4.715,124.03,19.5067,5.9667,94.3667,0.1219,2.6746,-11.4349,39.4844,32.9627,1.0
4.5,39.3271,7.6466,1.4292,8.5542,0.3477,1.5301,29.9047,40.9373,38.6698,1.0
4.715,103.1768,23.9727,10.3667,189.3917,0.0467,3.2713,16.6431,40.9373,33.3289,1.0
4.715,92.8576,19.9359,6.975,111.3667,0.0824,2.9016,12.8909,39.6925,34.0228,1.0
4.5,89.8479,18.19,5.1958,83.8958,0.1379,2.5421,17.8011,39.9005,33.8999,1.0
5.3599,115.2158,23.3781,5.7708,84.2875,0.1089,2.6994,-1.2059,38.4406,29.4445,1.0
6.0048,114.3558,39.9955,4.775,45.8917,0.098,2.5894,-42.8494,38.0217,8.8683,1.0
6.8648,80.3887,28.7216,7.5792,103.6875,0.0607,2.9972,-69.0443,34.8542,-0.92,1.0
5.7899,116.9356,43.2488,8.5917,117.95,0.0539,3.0839,-107.3685,35.0668,-36.7166,1.0
9.2296,98.2322,56.7138,5.9708,73.3625,0.083,2.757,-96.9562,27.2758,-59.3667,1.0
13.0993,89.8479,50.9311,3.3542,19.9125,0.118,2.2844,-96.4604,16.8752,-65.0246,1.0
6.4348,80.8186,25.0896,3.4208,23.0875,0.1219,2.3171,-94.8607,30.7739,-12.08,1.0
16.539,60.8253,34.6999,2.0542,7.5375,0.1786,1.8526,-71.4387,6.3904,-28.3575,1.0
46.8515,78.6688,67.6426,1.5917,4.525,0.2197,1.6308,-97.9544,-53.7371,-82.028,1.0
60.3953,82.1085,71.9699,0.8333,1.725,0.3498,1.2316,-108.4668,-82.3676,-96.8948,1.0
65.9849,85.5482,76.603,0.9875,2.3792,0.3133,1.3593,-105.7418,-82.3676,-96.5193,1.0
75.2291,84.9033,80.6608,0.3958,0.4708,0.5161,0.7726,-109.5766,-96.4604,-104.6015,1.0
73.9392,87.6981,80.7934,0.7458,1.2792,0.3804,1.1144,-111.2637,-87.7579,-99.2685,1.0
78.2388,96.9423,84.4178,1.1542,3.3375,0.2906,1.4631,-100.4897,-85.0325,-94.0217,1.0
76.519,87.2681,82.9584,0.5708,0.9125,0.4331,0.9942,-102.5603,-85.9341,-95.0644,1.0
78.0239,87.4831,82.8248,0.3125,0.3458,0.5741,0.6714,-102.5603,-91.9673,-97.5741,1.0
76.304,86.8381,82.2882,0.4208,0.5125,0.5098,0.7628,-98.9616,-91.0187,-95.1608,1.0
4.285,108.3363,26.67,9.2167,193.5833,0.084,3.0473,2.3296,36.3381,28.2098,1.0
3.64,112.636,22.4065,7.4042,152.2875,0.1223,2.8113,7.1237,37.3919,29.4714,1.0
3.4251,11.1644,4.0456,0.0833,0.25,0.9269,0.1997,32.9311,37.812,36.8316,1.0
3.4251,13.9592,3.7996,0.0667,0.2333,0.9508,0.1559,34.4283,38.0217,37.3671,1.0
3.64,49.6462,5.3364,0.6583,8.6083,0.6708,0.7843,26.8344,39.276,37.4033,1.0
3.855,15.4641,4.2758,0.1,0.3583,0.9189,0.2265,35.0668,39.6925,38.7283,1.0
3.855,10.5195,4.4899,0.0333,0.0583,0.9511,0.1282,37.3919,40.1082,38.9724,1.0
4.285,139.0788,55.9664,12.3583,315.1667,0.0509,3.363,-4.5511,40.1082,18.4048,1.0
4.07,138.6488,41.4072,8.9167,186.35,0.1171,2.9193,-10.8958,40.9373,20.6505,1.0
3.855,34.5975,6.6859,0.9208,6.9708,0.5877,1.0359,29.2505,41.5571,38.9309,1.0
3.855,49.0013,6.2937,1.25,11.4833,0.4646,1.3014,26.8344,41.3507,39.0735,1.0
4.07,70.4995,10.2743,2.8333,22.45,0.1981,2.1159,8.5817,41.7633,37.578,1.0
4.9299,66.1998,23.3487,6.0125,70.5125,0.0788,2.7877,7.6109,39.9005,28.9845,1.0
5.1449,79.5287,20.4876,5.4958,59.8208,0.0865,2.6922,10.9876,39.276,30.1124,1.0
5.7899,93.2876,28.8425,6.9792,91.7792,0.0666,2.8969,6.3904,37.6021,25.7992,1.0
6.2198,142.3035,45.0787,6.875,100.875,0.073,2.8962,-21.1547,37.3919,12.4985,1.0
6.0048,88.343,29.2036,4.7958,44.8458,0.0918,2.5917,-44.4983,37.812,1.0866,1.0
6.4348,92.4277,31.6473,8.5167,132.3,0.0552,3.0876,-79.7594,37.1816,-10.4002,1.0
9.4446,127.4698,63.0465,9.8167,160.1083,0.0497,3.1695,-102.5603,30.1224,-57.5744,1.0
18.0438,102.7468,54.8915,4.9,42.9,0.0856,2.6197,-103.0842,11.7035,-56.8736,1.0
26.2132,99.5221,68.0902,4.4042,31.9208,0.0965,2.4798,-100.4897,6.3904,-54.3981,1.0
19.7637,85.5482,66.3644,2.6958,13.7458,0.1457,2.0978,-99.978,-16.0868,-73.4725,1.0
